lat,lon,parcel_type,property_type_ar,metrics_type,area,price,price_per_sqm,transaction_date,neighborhood
24.73891431453512,46.645079545356175,apartment,شقة,شقق,185.4,1780000.0,9597.0,2025-12-25,المحمدية
24.73891431453512,46.645079545356175,apartment,شقة,شقق,164.7,2234000.0,13562.0,2025-10-08,المحمدية
24.73019006686184,46.64088278687265,commercial_land,أرض فضاء,أرض تجاري,4050.0,59000000.0,14568.0,2025-09-21,المحمدية
24.738259685464882,46.645413454643844,apartment,شقة,شقق,122.4,2350000.0,19192.0,2025-09-10,المحمدية
24.733514731404668,46.64944727096793,apartment,شقة,شقق,77.2,678000.0,8778.0,2025-09-08,المحمدية
24.73808981380233,46.6507125621767,other,مبنى سكني,أرض سكني,648.0,1947500.0,3005.0,2025-09-04,المحمدية
24.73891431453512,46.645079545356175,apartment,شقة,شقق,75.7,1550000.0,20476.0,2025-09-01,المحمدية
24.73891431453512,46.645079545356175,apartment,شقة,شقق,87.6,1950000.0,22253.0,2025-08-21,المحمدية
24.736617000000003,46.656560999999996,other,مبنى سكني,أرض سكني,371.0,1847500.0,4980.0,2025-08-11,المحمدية
